hour,open,high,low,close,volume
2018/06/03 08:00:00,14.5987,14.9999,14.5959,14.6976,341364.47
2018/06/03 09:00:00,14.6976,15.0527,14.6892,14.9208,294000.54
2018/06/03 10:00:00,14.9208,14.9703,14.3959,14.6285,264550.3
2018/06/03 11:00:00,14.6291,14.8401,14.4295,14.6992,285794.78
2018/06/03 12:00:00,14.6808,14.7474,14.413,14.4713,180210.85
2018/06/03 13:00:00,14.4716,14.4934,14.2266,14.248,253618.76
2018/06/03 14:00:00,14.2406,14.7109,14.2404,14.4995,268470.81
2018/06/03 15:00:00,14.4996,14.98,14.45,14.8268,283366.87
2018/06/03 16:00:00,14.8069,14.999,14.8,14.8698,203188.98
2018/06/03 17:00:00,14.87,14.8811,14.617,14.7281,242184.44
2018/06/03 18:00:00,14.7268,14.8813,14.5801,14.8652,213170.31
2018/06/03 19:00:00,14.8319,14.889000000000001,14.565999999999999,14.6246,237546.31
2018/06/03 20:00:00,14.6246,14.78,14.6246,14.7303,175415.51
2018/06/03 21:00:00,14.737,15.21,14.7176,14.979000000000001,370304.5
2018/06/03 22:00:00,14.979000000000001,15.450999999999999,14.9496,15.1701,351871.29
2018/06/03 23:00:00,15.1701,15.3,14.8489,15.1321,338934.29
2018/06/04 00:00:00,15.1321,15.1329,14.8648,14.9823,191963.45
2018/06/04 01:00:00,14.9823,15.0404,14.7501,14.7835,176571.25
2018/06/04 02:00:00,14.7835,14.8269,14.36,14.6406,315491.5
2018/06/04 03:00:00,14.6405,14.6408,14.39,14.4609,157516.63
2018/06/04 04:00:00,14.4609,14.78,14.2511,14.6392,293698.32
2018/06/04 05:00:00,14.6392,14.7777,14.47,14.7411,221479.52
2018/06/04 06:00:00,14.7499,14.7777,14.5593,14.6578,159164.21
2018/06/04 07:00:00,14.6504,14.6737,14.31,14.5,168894.63
2018/06/04 08:00:00,14.472000000000001,14.62,14.4284,14.5304,153308.33
2018/06/04 09:00:00,14.5304,14.8424,14.5157,14.6461,194155.1
2018/06/04 10:00:00,14.645999999999999,14.7168,14.4709,14.5601,163041.95
2018/06/04 11:00:00,14.5756,14.5848,14.2522,14.2965,180268.29
2018/06/04 12:00:00,14.2819,14.5851,14.2548,14.4636,147509.6
2018/06/04 13:00:00,14.4636,14.5117,14.31,14.3572,127562.9
2018/06/04 14:00:00,14.357000000000001,14.36,13.777000000000001,14.1157,382766.28
2018/06/04 15:00:00,14.1156,14.1299,13.7,13.8579,290497.72
2018/06/04 16:00:00,13.8587,14.132,13.8555,13.8885,227122.52
2018/06/04 17:00:00,13.8885,13.935,13.6811,13.842,222970.65
2018/06/04 18:00:00,13.842,14.0789,13.65,14.0234,179037.84
2018/06/04 19:00:00,14.0234,14.0582,13.82,13.8409,159701.0
2018/06/04 20:00:00,13.8409,13.8409,13.3762,13.5,342152.78
2018/06/04 21:00:00,13.5013,13.58,13.36,13.4701,218776.29
2018/06/04 22:00:00,13.4836,13.6328,13.4226,13.4681,174328.07
2018/06/04 23:00:00,13.4681,13.5016,13.23,13.4153,341331.39
2018/06/05 00:00:00,13.4153,13.5764,13.36,13.4333,241677.79
2018/06/05 01:00:00,13.4333,13.65,13.3503,13.4286,169183.6
2018/06/05 02:00:00,13.4286,13.499,13.2901,13.4772,149846.25
2018/06/05 03:00:00,13.4792,13.7,13.412,13.684000000000001,159684.65
2018/06/05 04:00:00,13.684000000000001,13.69,13.5,13.5914,137927.83
2018/06/05 05:00:00,13.6268,13.75,13.5602,13.7116,129780.52
2018/06/05 06:00:00,13.7116,13.7953,13.6766,13.7581,185546.88
2018/06/05 07:00:00,13.7581,13.8019,13.5804,13.6754,175006.4
2018/06/05 08:00:00,13.6754,13.6754,13.3818,13.462,178240.23
2018/06/05 09:00:00,13.4619,13.62,13.4542,13.495999999999999,130636.5
2018/06/05 10:00:00,13.495999999999999,13.61,13.47,13.5176,153749.74
2018/06/05 11:00:00,13.5167,13.5307,13.012,13.02,268677.55
2018/06/05 12:00:00,13.012,13.1989,12.9311,13.05,259768.75
2018/06/05 13:00:00,13.0501,13.1397,12.82,12.8365,206221.74
2018/06/05 14:00:00,12.8381,13.1283,12.71,13.0443,223508.63
2018/06/05 15:00:00,13.0442,13.2356,13.0,13.1492,173038.34
2018/06/05 16:00:00,13.1491,13.1505,13.0101,13.1,130972.41
2018/06/05 17:00:00,13.0999,14.1548,13.0857,13.9298,465630.15
2018/06/05 18:00:00,13.9315,13.9315,13.5596,13.5926,315747.7
2018/06/05 19:00:00,13.5958,13.7543,13.5017,13.5018,317513.75
2018/06/05 20:00:00,13.5018,13.6499,13.32,13.63,309412.98
2018/06/05 21:00:00,13.63,13.6673,13.4632,13.4646,239684.7
2018/06/05 22:00:00,13.4927,13.89,13.3802,13.4875,330647.94
2018/06/05 23:00:00,13.4875,13.617,13.3203,13.5303,284447.82
2018/06/06 00:00:00,13.5253,14.0548,13.4728,14.0548,347931.34
2018/06/06 01:00:00,14.0548,14.238,13.8351,13.97,384860.39
2018/06/06 02:00:00,13.9656,14.3,13.8742,14.16,358498.53
2018/06/06 03:00:00,14.1599,14.2799,13.9823,14.03,270662.99
2018/06/06 04:00:00,14.0339,14.1577,13.99,14.1,229630.06
2018/06/06 05:00:00,14.0998,14.27,14.08,14.2,228892.11
2018/06/06 06:00:00,14.2,14.264000000000001,13.86,13.9698,287867.41
2018/06/06 07:00:00,13.9698,14.2,13.8617,14.1499,241526.73
2018/06/06 08:00:00,14.1317,14.2035,13.9256,14.1996,271074.58
2018/06/06 09:00:00,14.1978,14.3,13.95,13.9782,290436.74
2018/06/06 10:00:00,13.9781,14.1706,13.9364,14.1064,225891.48
2018/06/06 11:00:00,14.0994,14.13,13.93,14.0203,224993.61
2018/06/06 12:00:00,14.0372,14.0952,13.9242,13.9242,202636.92
2018/06/06 13:00:00,13.9572,14.0472,13.8606,13.8606,235466.07
2018/06/06 14:00:00,13.8698,14.0,13.8,13.9693,232263.57
2018/06/06 15:00:00,13.96,14.1199,13.95,13.9932,233692.11
2018/06/06 16:00:00,13.9929,14.15,13.92,13.970999999999998,226366.57
2018/06/06 17:00:00,13.9709,14.0702,13.88,13.9354,218262.3
2018/06/06 18:00:00,13.9354,13.98,13.8011,13.8463,233538.17
2018/06/06 19:00:00,13.8462,14.0585,13.8347,14.0053,249599.23
2018/06/06 20:00:00,13.9861,14.1235,13.9818,14.0197,221345.35
2018/06/06 21:00:00,14.0198,14.2141,14.0105,14.1899,256008.98
2018/06/06 22:00:00,14.1755,14.2177,14.03,14.055,262073.87
2018/06/06 23:00:00,14.0336,14.0647,13.9767,13.9771,266348.74
2018/06/07 00:00:00,13.9769,14.1506,13.9633,14.0685,237368.95
2018/06/07 01:00:00,14.0741,14.0998,13.41,13.5747,378799.67
2018/06/07 02:00:00,13.5748,13.620999999999999,13.4221,13.5198,337481.42
2018/06/07 03:00:00,13.5106,13.5763,13.3677,13.5134,288173.43
2018/06/07 04:00:00,13.5288,13.6193,13.4588,13.5695,248624.35
2018/06/07 05:00:00,13.5694,13.99,13.45,13.7201,237231.43
2018/06/07 06:00:00,13.7201,13.95,13.6908,13.8516,245185.24
2018/06/07 07:00:00,13.8675,13.8675,13.7099,13.823,209027.35
2018/06/07 08:00:00,13.823,13.99,13.7402,13.9072,197897.78
2018/06/07 09:00:00,13.91,14.0908,13.91,14.0701,267453.06
2018/06/07 10:00:00,14.07,14.1,13.9537,13.9927,285074.58
2018/06/07 11:00:00,13.9927,14.1,13.9496,13.9497,198608.35
2018/06/07 12:00:00,13.9497,14.089,13.9121,14.0115,259466.04
2018/06/07 13:00:00,14.0118,14.0124,13.815999999999999,13.8644,244921.02
2018/06/07 14:00:00,13.8748,13.9523,13.8398,13.9334,209555.39
2018/06/07 15:00:00,13.9495,13.95,13.808,13.85,204148.85
2018/06/07 16:00:00,13.8665,13.9491,13.8465,13.9394,265453.74
2018/06/07 17:00:00,13.9393,13.9499,13.74,13.7888,218807.55
2018/06/07 18:00:00,13.7889,13.83,13.6672,13.82,212464.67
2018/06/07 19:00:00,13.8113,13.8412,13.7,13.7381,254472.59
2018/06/07 20:00:00,13.7386,13.8581,13.7379,13.7588,183864.23
2018/06/07 21:00:00,13.7665,13.89,13.7506,13.8044,222028.26
2018/06/07 22:00:00,13.8188,13.9,13.78,13.7893,278394.14
2018/06/07 23:00:00,13.8,13.8822,13.6,13.7122,283405.27
2018/06/08 00:00:00,13.7122,13.9805,13.6836,13.9043,252117.87
2018/06/08 01:00:00,13.9116,14.47,13.8701,14.431,411214.52
2018/06/08 02:00:00,14.431,14.46,14.1805,14.2617,290509.04
2018/06/08 03:00:00,14.2562,14.4,14.2389,14.3774,265741.56
2018/06/08 04:00:00,14.3774,14.45,14.2427,14.3989,244748.95
2018/06/08 05:00:00,14.3989,14.4299,14.1,14.2109,264310.9
2018/06/08 06:00:00,14.2105,14.36,14.1555,14.312999999999999,230136.98
2018/06/08 07:00:00,14.3131,14.3593,14.155999999999999,14.25,207774.02
2018/06/08 08:00:00,14.2333,14.7409,14.1867,14.7207,306739.19
2018/06/08 09:00:00,14.7205,14.9,14.522,14.8252,363216.79
2018/06/08 10:00:00,14.8276,14.839,14.4,14.6389,376854.87
2018/06/08 11:00:00,14.6628,14.69,14.32,14.3601,190190.91
2018/06/08 12:00:00,14.3689,14.4427,13.8989,13.9,327191.63
2018/06/08 13:00:00,13.9,13.9154,13.55,13.8294,270661.09
2018/06/08 14:00:00,13.8288,14.03,13.7901,13.9426,113184.05
2018/06/08 15:00:00,13.9435,14.0806,13.8946,14.0806,60675.86
2018/06/08 16:00:00,14.0804,14.0804,13.88,13.9792,53205.69
2018/06/08 17:00:00,13.98,13.9837,13.8049,13.9276,41533.31
2018/06/08 18:00:00,13.9276,13.978,13.85,13.8602,44553.35
2018/06/08 19:00:00,13.8605,13.8709,13.607999999999999,13.72,105285.95
2018/06/08 20:00:00,13.72,13.8708,13.6364,13.8698,62079.87
2018/06/08 21:00:00,13.8693,13.8777,13.7496,13.77,31701.49
2018/06/08 22:00:00,13.7974,14.0192,13.7571,13.9724,45783.79
2018/06/08 23:00:00,13.9715,14.05,13.8569,13.9891,55028.44
2018/06/09 00:00:00,13.9891,14.1262,13.66,14.07,94704.8
2018/06/09 01:00:00,14.07,14.2,13.965,14.11,111031.72
2018/06/09 02:00:00,14.11,14.19,13.9316,14.0172,42325.12
2018/06/09 03:00:00,14.0013,14.1177,13.972000000000001,14.0407,28999.87
2018/06/09 04:00:00,14.0417,14.12,13.99,14.1012,30246.37
2018/06/09 05:00:00,14.1013,14.2,14.05,14.1537,37102.53
2018/06/09 06:00:00,14.1537,14.3404,14.0799,14.272,80485.6
2018/06/09 07:00:00,14.2891,14.3404,14.0845,14.1526,74888.36
2018/06/09 08:00:00,14.1517,14.2,13.8589,13.9637,86794.6
2018/06/09 09:00:00,13.9794,14.2222,13.92,14.1671,52925.18
2018/06/09 10:00:00,14.1348,14.8208,14.1304,14.7881,367446.57
2018/06/09 11:00:00,14.7882,15.0015,14.51,14.7212,361841.06
2018/06/09 12:00:00,14.7194,14.75,14.5444,14.6472,95674.95
2018/06/09 13:00:00,14.6306,14.72,14.5515,14.5641,49833.28
2018/06/09 14:00:00,14.5607,14.695,14.412,14.6001,82462.36
2018/06/09 15:00:00,14.6001,14.8,14.6001,14.722999999999999,104564.36
2018/06/09 16:00:00,14.7229,14.7942,14.6766,14.6893,59454.42
2018/06/09 17:00:00,14.7091,14.7189,14.48,14.5108,95025.78
2018/06/09 18:00:00,14.5108,14.7817,14.4712,14.7817,71531.19
2018/06/09 19:00:00,14.78,14.8001,14.6452,14.6674,56461.29
2018/06/09 20:00:00,14.6674,14.725999999999999,14.62,14.6716,39303.11
2018/06/09 21:00:00,14.6824,14.87,14.335,14.4735,223425.45
2018/06/09 22:00:00,14.4733,14.6193,14.117,14.335,217400.84
2018/06/09 23:00:00,14.3348,14.4841,14.2957,14.35,109491.78
2018/06/10 00:00:00,14.3574,14.4934,14.3,14.3508,78718.4
2018/06/10 01:00:00,14.350999999999999,14.4276,14.2,14.2688,64888.56
2018/06/10 02:00:00,14.2689,14.382,14.2,14.3392,48461.77
2018/06/10 03:00:00,14.3392,14.392000000000001,14.2699,14.38,17270.32
2018/06/10 04:00:00,14.38,14.59,14.3386,14.5153,96858.44
2018/06/10 05:00:00,14.5153,14.6293,14.460999999999999,14.5732,50478.27
2018/06/10 06:00:00,14.5771,14.6057,14.385,14.4647,48208.86
2018/06/10 07:00:00,14.4646,14.4776,14.3387,14.3778,46728.87
2018/06/10 08:00:00,14.376,14.4567,14.1,14.15,154445.54
2018/06/10 09:00:00,14.15,14.1642,13.6089,13.6241,460195.54
2018/06/10 10:00:00,13.6408,13.8891,13.610999999999999,13.7646,363837.44
2018/06/10 11:00:00,13.7646,13.7759,13.55,13.6652,336581.55
2018/06/10 12:00:00,13.6651,13.7128,13.0,13.07,498622.78
2018/06/10 13:00:00,13.0961,13.3781,13.0899,13.1701,334551.15
2018/06/10 14:00:00,13.1719,13.3494,13.17,13.23,326355.98
2018/06/10 15:00:00,13.232999999999999,13.3764,13.151,13.3351,332583.85
2018/06/10 16:00:00,13.3258,13.35,12.902000000000001,12.9289,374579.86
2018/06/10 17:00:00,12.9289,13.25,12.85,13.0709,372379.65
2018/06/10 18:00:00,13.071,13.3071,13.0607,13.27,332954.46
2018/06/10 19:00:00,13.27,13.37,13.1166,13.3234,355842.26
2018/06/10 20:00:00,13.324000000000002,13.46,13.2991,13.3319,317837.74
2018/06/10 21:00:00,13.3219,13.4892,13.2555,13.4186,329473.11
2018/06/10 22:00:00,13.4239,13.5985,13.08,13.4147,371190.36
2018/06/10 23:00:00,13.425,13.43,13.1057,13.2422,355177.1
2018/06/11 00:00:00,13.2396,13.3319,13.0808,13.15,314395.49
2018/06/11 01:00:00,13.15,13.1647,12.922,12.9499,385852.45
2018/06/11 02:00:00,12.9494,12.9956,12.022,12.315,794198.78
2018/06/11 03:00:00,12.2938,12.5496,12.1,12.4884,573547.37
2018/06/11 04:00:00,12.48,12.4962,12.12,12.3895,432613.51
2018/06/11 05:00:00,12.3894,12.39,11.46,11.7177,612296.14
2018/06/11 06:00:00,11.74,11.8776,11.2,11.5187,784498.08
2018/06/11 07:00:00,11.5191,11.5401,10.98,11.0252,546742.87
2018/06/11 08:00:00,11.0257,11.8286,11.0249,11.7313,634158.43
2018/06/11 09:00:00,11.7355,11.7541,11.2,11.3458,476074.03
2018/06/11 10:00:00,11.3456,11.4446,11.0,11.4097,425256.39
2018/06/11 11:00:00,11.4065,11.764000000000001,11.3601,11.5498,505427.91
2018/06/11 12:00:00,11.5498,11.6795,11.51,11.6342,333780.99
2018/06/11 13:00:00,11.6275,11.7,11.5137,11.6157,319243.51
2018/06/11 14:00:00,11.6411,11.6459,11.27,11.32,351041.04
2018/06/11 15:00:00,11.3299,11.376,11.1115,11.1888,300081.74
2018/06/11 16:00:00,11.1819,11.305,10.9,11.0073,336465.44
2018/06/11 17:00:00,11.0073,11.4,10.9834,11.3038,422872.2
2018/06/11 18:00:00,11.3038,11.4296,11.27,11.2851,369493.69
2018/06/11 19:00:00,11.2857,11.3493,11.1458,11.3057,263847.97
2018/06/11 20:00:00,11.302999999999999,11.39,11.2303,11.3799,353790.03
2018/06/11 21:00:00,11.3719,11.3846,11.1572,11.3002,276225.91
2018/06/11 22:00:00,11.2827,11.319,11.11,11.1804,339691.54
2018/06/11 23:00:00,11.1804,11.2001,10.82,11.0269,375939.68
2018/06/12 00:00:00,11.012,11.027000000000001,10.61,10.76,491676.9
2018/06/12 01:00:00,10.7669,11.1611,10.7601,11.0099,378179.43
2018/06/12 02:00:00,11.0099,11.2,10.9863,11.0698,323244.78
2018/06/12 03:00:00,11.0656,11.2,10.9107,11.1565,341763.44
2018/06/12 04:00:00,11.1554,11.2105,11.04,11.1096,303147.54
2018/06/12 05:00:00,11.1003,11.1301,11.04,11.1063,329661.34
2018/06/12 06:00:00,11.1063,11.37,11.0502,11.3,364294.35
2018/06/12 07:00:00,11.3,11.675,11.2995,11.6164,401578.83
2018/06/12 08:00:00,11.6086,11.93,11.5174,11.7719,495944.42
2018/06/12 09:00:00,11.770999999999999,11.7719,11.5791,11.67,366867.09
2018/06/12 10:00:00,11.6615,11.78,11.493,11.569,377327.57
2018/06/12 11:00:00,11.569,11.6508,11.31,11.4291,310999.97
2018/06/12 12:00:00,11.4094,11.4194,11.1543,11.2201,309431.91
2018/06/12 13:00:00,11.2214,11.3395,11.2204,11.3112,347380.89
2018/06/12 14:00:00,11.3179,11.3699,11.2905,11.3699,346745.41
2018/06/12 15:00:00,11.3538,11.6,11.3537,11.5134,366370.01
2018/06/12 16:00:00,11.5056,11.512,11.2983,11.4032,380685.28
2018/06/12 17:00:00,11.4086,11.42,11.2555,11.3586,270501.53
2018/06/12 18:00:00,11.3552,11.3882,11.3244,11.3665,347270.63
2018/06/12 19:00:00,11.3666,11.4168,11.2,11.2248,328408.63
2018/06/12 20:00:00,11.2276,11.3132,11.179,11.264000000000001,334019.36
2018/06/12 21:00:00,11.2507,11.2507,10.65,10.8142,412132.2
2018/06/12 22:00:00,10.8115,10.9185,10.7501,10.8667,396344.25
2018/06/12 23:00:00,10.856,11.0965,10.8422,10.9412,352624.69
2018/06/13 00:00:00,10.9412,11.0382,10.82,11.0382,332396.64
2018/06/13 01:00:00,11.0368,11.0387,10.65,10.8347,366241.72
2018/06/13 02:00:00,10.8347,10.9499,10.8,10.8617,300502.04
